banking marketing,,,,,,,,,,,,,,,,,,
customer id and age.,,Customer salary and balance.,,Customer marital status and job with education level.,,particular customer before targeted or not,,Loan types: loans or housing loans,,Contact type,,month of contact,duration of call,,,,outcome of previous contact,response of customer after call happned
1268,36,50000,114,married,"admin.,secondary",yes,no,yes,yes,unknown,8,,147 sec,1,-1,0,unknown,no
1269,40,20000,1,single,"blue-collar,secondary",yes,no,yes,no,unknown,8,"may, 2017",190 sec,1,-1,0,unknown,no
1270,57,100000,1341,married,"management,tertiary",yes,no,yes,no,unknown,8,"may, 2017",339 sec,2,-1,0,unknown,no
1271,48,20000,4,married,"blue-collar,primary",yes,no,yes,no,unknown,8,"may, 2017",198 sec,1,-1,0,unknown,no
1272,26,20000,2770,married,"blue-collar,secondary",yes,no,yes,no,unknown,8,"may, 2017",141 sec,1,-1,0,unknown,no
1273,30,100000,5956,single,"management,tertiary",no,no,yes,no,unknown,8,"may, 2017",255 sec,1,-1,0,unknown,no
1274,41,50000,55,married,"admin.,secondary",yes,no,yes,no,unknown,8,"may, 2017",1120 sec,2,-1,0,unknown,yes
1275,30,60000,131,married,"self-employed,secondary",yes,no,yes,no,unknown,8,"may, 2017",306 sec,1,-1,0,unknown,no
1276,35,100000,1942,married,"management,tertiary",yes,no,yes,no,unknown,8,"may, 2017",249 sec,1,-1,0,unknown,no
1277,36,120000,298,married,"entrepreneur,unknown",no,no,yes,no,unknown,8,"may, 2017",215 sec,1,-1,0,unknown,no
1278,52,60000,291,married,"technician,secondary",yes,no,no,no,unknown,8,"may, 2017",143 sec,1,-1,0,unknown,no
1279,45,20000,85,married,"blue-collar,primary",yes,no,yes,no,unknown,8,"may, 2017",162 sec,1,-1,0,unknown,no
1280,35,100000,797,single,"management,tertiary",no,no,yes,no,unknown,8,"may, 2017",81 sec,1,-1,0,unknown,no
1281,46,20000,152,single,"blue-collar,secondary",yes,no,yes,no,unknown,8,"may, 2017",33 sec,4,-1,0,unknown,no
1282,39,20000,481,married,"blue-collar,primary",yes,no,yes,no,unknown,8,"may, 2017",204 sec,1,-1,0,unknown,no
1283,38,100000,66,married,"management,tertiary",yes,no,yes,no,unknown,8,"may, 2017",124 sec,1,-1,0,unknown,no
1284,38,20000,4586,married,"blue-collar,secondary",yes,no,yes,no,unknown,8,"may, 2017",784 sec,1,-1,0,unknown,no
1285,31,60000,1798,single,"technician,tertiary",no,no,yes,no,unknown,8,"may, 2017",393 sec,1,-1,0,unknown,no
1286,39,100000,220,single,"management,tertiary",no,no,yes,no,unknown,8,"may, 2017",87 sec,2,-1,0,unknown,no
1287,32,20000,715,married,"blue-collar,secondary",yes,no,yes,no,unknown,8,"may, 2017",108 sec,2,-1,0,unknown,no
1288,32,70000,442,married,"services,secondary",yes,no,yes,no,unknown,8,"may, 2017",207 sec,1,-1,0,unknown,no
1289,26,4000,85,single,"student,secondary",yes,no,yes,no,unknown,8,"may, 2017",278 sec,2,-1,0,unknown,no
1290,35,60000,319,married,"technician,secondary",yes,no,yes,no,unknown,8,"may, 2017",74 sec,1,-1,0,unknown,no
1291,26,20000,-29,single,"blue-collar,secondary",yes,no,yes,no,unknown,8,"may, 2017",196 sec,1,-1,0,unknown,no
1292,33,50000,303,single,"admin.,secondary",yes,no,no,no,unknown,8,"may, 2017",149 sec,1,-1,0,unknown,no
1293,41,0,2398,single,"unknown,primary",yes,no,yes,no,unknown,8,"may, 2017",287 sec,2,-1,0,unknown,no
1294,30,120000,31,married,"entrepreneur,secondary",yes,no,no,no,unknown,8,"may, 2017",229 sec,1,-1,0,unknown,no
1295,36,60000,1832,single,"technician,secondary",yes,no,yes,no,unknown,8,"may, 2017",154 sec,1,-1,0,unknown,no
1296,46,70000,2019,married,"services,secondary",yes,no,yes,no,unknown,8,"may, 2017",357 sec,1,-1,0,unknown,no
1297,30,20000,3,married,"blue-collar,primary",yes,no,yes,no,unknown,8,"may, 2017",147 sec,1,-1,0,unknown,no
1298,46,70000,397,married,"services,secondary",yes,no,no,no,unknown,8,"may, 2017",93 sec,1,-1,0,unknown,no
1299,38,60000,1161,married,"technician,tertiary",yes,no,yes,no,unknown,8,"may, 2017",665 sec,1,-1,0,unknown,no
1300,24,60000,777,single,"technician,tertiary",no,no,yes,no,unknown,8,"may, 2017",131 sec,1,-1,0,unknown,no
1301,41,100000,47,divorced,"management,tertiary",no,no,yes,no,unknown,8,"may, 2017",160 sec,1,-1,0,unknown,no
1302,28,60000,-58,married,"technician,primary",yes,no,yes,no,unknown,8,"may, 2017",74 sec,1,-1,0,unknown,no
1303,55,8000,1513,single,"unemployed,tertiary",no,no,yes,no,unknown,8,"may, 2017",60 sec,1,-1,0,unknown,no
1304,40,100000,121,married,"management,tertiary",yes,no,no,no,unknown,8,"may, 2017",82 sec,1,-1,0,unknown,no
1305,38,100000,904,divorced,"management,tertiary",no,no,yes,no,unknown,8,"may, 2017",475 sec,1,-1,0,unknown,no
1306,40,60000,697,married,"technician,secondary",yes,no,yes,no,unknown,8,"may, 2017",111 sec,1,-1,0,unknown,no
1307,54,70000,841,married,"services,secondary",yes,no,yes,no,unknown,8,"may, 2017",284 sec,4,-1,0,unknown,no
1308,49,16000,7317,married,"housemaid,secondary",yes,no,yes,no,unknown,8,"may, 2017",140 sec,1,-1,0,unknown,no
1309,44,20000,-95,married,"blue-collar,secondary",yes,no,yes,no,unknown,8,"may, 2017",110 sec,1,-1,0,unknown,no
1310,32,100000,751,single,"management,tertiary",no,no,yes,no,unknown,8,"may, 2017",64 sec,1,-1,0,unknown,no
1311,36,20000,250,married,"blue-collar,primary",yes,no,yes,no,unknown,8,"may, 2017",149 sec,1,-1,0,unknown,no
1312,35,60000,365,single,"technician,secondary",yes,no,yes,no,unknown,8,"may, 2017",256 sec,2,-1,0,unknown,no
1313,31,100000,1315,single,"management,tertiary",no,no,yes,no,unknown,8,"may, 2017",156 sec,1,-1,0,unknown,no
1314,34,60000,65,married,"technician,secondary",yes,no,yes,no,unknown,8,"may, 2017",63 sec,3,-1,0,unknown,no
1315,36,100000,1852,married,"management,tertiary",yes,no,no,no,unknown,8,"may, 2017",362 sec,1,-1,0,unknown,no
1316,44,50000,-84,single,"admin.,secondary",yes,no,yes,no,unknown,8,"may, 2017",32 sec,3,-1,0,unknown,no
1317,44,20000,36,single,"blue-collar,secondary",yes,no,yes,no,unknown,8,"may, 2017",712 sec,1,-1,0,unknown,no
1318,51,20000,125,married,"blue-collar,unknown",no,no,yes,no,unknown,8,"may, 2017",102 sec,2,-1,0,unknown,no
1319,36,20000,0,married,"blue-collar,secondary",yes,no,no,no,unknown,8,"may, 2017",338 sec,2,-1,0,unknown,no
1320,37,20000,105,married,"blue-collar,secondary",yes,no,yes,no,unknown,8,"may, 2017",69 sec,2,-1,0,unknown,no
1321,31,70000,432,married,"services,secondary",yes,no,yes,no,unknown,8,"may, 2017",446 sec,1,-1,0,unknown,no
1322,42,20000,555,married,"blue-collar,primary",yes,no,yes,no,unknown,8,"may, 2017",249 sec,2,-1,0,unknown,no
1323,55,120000,-24,married,"entrepreneur,primary",yes,no,yes,no,unknown,8,"may, 2017",176 sec,1,-1,0,unknown,no
1324,57,100000,2261,married,"management,tertiary",yes,no,yes,no,unknown,8,"may, 2017",1007 sec,1,-1,0,unknown,no
1325,33,70000,804,married,"services,secondary",yes,no,yes,yes,unknown,8,"may, 2017",266 sec,1,-1,0,unknown,no
1326,44,20000,-617,married,"blue-collar,secondary",yes,yes,yes,no,unknown,8,"may, 2017",172 sec,1,-1,0,unknown,no
1327,30,60000,-1,married,"technician,secondary",yes,no,yes,no,unknown,8,"may, 2017",323 sec,1,-1,0,unknown,no
1328,37,70000,237,married,"services,secondary",yes,no,yes,no,unknown,8,"may, 2017",175 sec,1,-1,0,unknown,no
1329,32,50000,514,married,"admin.,secondary",yes,no,yes,no,unknown,8,"may, 2017",459 sec,1,-1,0,unknown,no
1330,33,20000,1988,married,"blue-collar,secondary",yes,no,yes,no,unknown,8,"may, 2017",211 sec,2,-1,0,unknown,no
1331,31,60000,491,single,"technician,tertiary",no,no,yes,no,unknown,8,"may, 2017",237 sec,1,-1,0,unknown,no
1332,46,60000,675,married,"technician,tertiary",yes,no,yes,no,unknown,8,"may, 2017",50 sec,1,-1,0,unknown,no
1333,34,20000,177,single,"blue-collar,secondary",yes,no,yes,no,unknown,8,"may, 2017",500 sec,1,-1,0,unknown,no
1334,51,50000,340,divorced,"admin.,secondary",yes,no,yes,no,unknown,8,"may, 2017",186 sec,1,-1,0,unknown,no
1335,49,60000,230,married,"technician,primary",yes,no,yes,no,unknown,8,"may, 2017",96 sec,1,-1,0,unknown,no
1336,52,100000,0,single,"management,tertiary",no,yes,no,no,unknown,8,"may, 2017",98 sec,1,-1,0,unknown,no
1337,43,60000,2331,married,"technician,tertiary",yes,no,yes,no,unknown,8,"may, 2017",364 sec,4,-1,0,unknown,no
1338,35,20000,0,divorced,"blue-collar,secondary",yes,no,yes,no,unknown,8,"may, 2017",477 sec,1,-1,0,unknown,no
1339,27,4000,217,single,"student,secondary",yes,no,yes,no,unknown,8,"may, 2017",319 sec,1,-1,0,unknown,no
1340,43,20000,186,married,"blue-collar,primary",yes,no,yes,no,unknown,8,"may, 2017",178 sec,1,-1,0,unknown,no
1341,49,50000,168,divorced,"admin.,secondary",yes,no,yes,yes,unknown,8,"may, 2017",513 sec,1,-1,0,unknown,yes
1342,50,70000,145,divorced,"services,secondary",yes,no,yes,no,unknown,8,"may, 2017",170 sec,1,-1,0,unknown,no
1343,33,50000,140,divorced,"admin.,secondary",yes,no,yes,no,unknown,8,"may, 2017",139 sec,1,-1,0,unknown,no
1344,49,70000,-22,married,"services,secondary",yes,no,yes,no,unknown,8,"may, 2017",70 sec,1,-1,0,unknown,no
1345,50,60000,389,married,"technician,secondary",yes,no,yes,no,unknown,8,"may, 2017",110 sec,1,-1,0,unknown,no
1346,42,50000,323,married,"admin.,secondary",yes,no,yes,yes,unknown,8,"may, 2017",280 sec,2,-1,0,unknown,no
1347,28,70000,6,married,"services,secondary",yes,no,yes,no,unknown,8,"may, 2017",667 sec,1,-1,0,unknown,no
1348,41,60000,225,married,"technician,secondary",yes,no,yes,yes,unknown,8,"may, 2017",63 sec,2,-1,0,unknown,no
1349,34,70000,142,married,"services,secondary",yes,no,yes,no,unknown,8,"may, 2017",159 sec,4,-1,0,unknown,no
1350,58,20000,5,married,"blue-collar,primary",yes,no,no,no,unknown,8,"may, 2017",177 sec,2,-1,0,unknown,no
1351,46,20000,174,married,"blue-collar,primary",yes,no,yes,yes,unknown,8,"may, 2017",108 sec,3,-1,0,unknown,no
1352,46,20000,-768,married,"blue-collar,primary",yes,no,yes,no,unknown,8,"may, 2017",194 sec,3,-1,0,unknown,no
1353,42,20000,30,married,"blue-collar,secondary",yes,no,no,no,unknown,8,"may, 2017",366 sec,2,-1,0,unknown,no
1354,40,20000,968,married,"blue-collar,primary",yes,no,yes,yes,unknown,8,"may, 2017",213 sec,1,-1,0,unknown,no
1355,42,20000,47,divorced,"blue-collar,secondary",yes,no,yes,yes,unknown,8,"may, 2017",141 sec,1,-1,0,unknown,no
1356,33,120000,0,married,"entrepreneur,secondary",yes,no,yes,yes,unknown,8,"may, 2017",982 sec,1,-1,0,unknown,no
1357,27,70000,91,married,"services,primary",yes,no,yes,no,unknown,8,"may, 2017",168 sec,2,-1,0,unknown,no
1358,43,20000,-77,married,"blue-collar,primary",yes,no,yes,no,unknown,8,"may, 2017",468 sec,1,-1,0,unknown,no
1359,28,20000,486,married,"blue-collar,unknown",no,no,yes,no,unknown,8,"may, 2017",180 sec,1,-1,0,unknown,no
1360,34,20000,341,single,"blue-collar,secondary",yes,no,yes,no,unknown,8,"may, 2017",195 sec,1,-1,0,unknown,no
1361,37,70000,50,married,"services,secondary",yes,no,yes,no,unknown,8,"may, 2017",352 sec,3,-1,0,unknown,no
1362,41,70000,205,married,"services,secondary",yes,no,yes,no,unknown,8,"may, 2017",91 sec,1,-1,0,unknown,no
1363,39,50000,762,single,"admin.,secondary",yes,no,yes,no,unknown,8,"may, 2017",288 sec,1,-1,0,unknown,no
1364,37,60000,31,single,"technician,tertiary",no,no,yes,no,unknown,8,"may, 2017",72 sec,1,-1,0,unknown,no
1365,41,8000,-581,married,"unemployed,primary",yes,yes,yes,no,unknown,8,"may, 2017",218 sec,2,-1,0,unknown,no
1366,36,70000,-45,single,"services,secondary",yes,no,yes,no,unknown,8,"may, 2017",289 sec,1,-1,0,unknown,no
1367,51,20000,0,married,"blue-collar,primary",yes,no,no,no,unknown,8,"may, 2017",384 sec,1,-1,0,unknown,no
1368,28,60000,120,married,"self-employed,tertiary",yes,no,yes,yes,unknown,8,"may, 2017",130 sec,3,-1,0,unknown,no
1369,31,20000,335,married,"blue-collar,secondary",yes,no,yes,no,unknown,8,"may, 2017",226 sec,1,-1,0,unknown,no
1370,33,70000,-232,married,"services,secondary",yes,no,yes,no,unknown,8,"may, 2017",208 sec,1,-1,0,unknown,no
1371,28,50000,785,divorced,"admin.,secondary",yes,no,yes,no,unknown,8,"may, 2017",442 sec,2,-1,0,unknown,yes
1372,31,70000,28,married,"services,secondary",yes,no,yes,no,unknown,8,"may, 2017",101 sec,1,-1,0,unknown,no
1373,43,100000,2067,single,"management,tertiary",no,no,yes,no,unknown,8,"may, 2017",756 sec,1,-1,0,unknown,yes
1374,48,20000,448,married,"blue-collar,primary",yes,no,yes,no,unknown,8,"may, 2017",189 sec,1,-1,0,unknown,no
1375,26,4000,37,single,"student,tertiary",no,no,yes,no,unknown,8,"may, 2017",108 sec,1,-1,0,unknown,no
1376,34,60000,301,single,"technician,tertiary",no,no,yes,no,unknown,8,"may, 2017",205 sec,1,-1,0,unknown,no
1377,38,20000,668,married,"blue-collar,primary",yes,no,no,no,unknown,8,"may, 2017",238 sec,1,-1,0,unknown,no
1378,51,50000,115,divorced,"admin.,secondary",yes,no,yes,yes,unknown,8,"may, 2017",136 sec,1,-1,0,unknown,no
1379,49,50000,275,single,"admin.,secondary",yes,no,no,no,unknown,8,"may, 2017",14 sec,1,-1,0,unknown,no
1380,60,55000,414,married,"retired,primary",yes,no,no,no,unknown,8,"may, 2017",395 sec,1,-1,0,unknown,no
1381,32,100000,3,single,"management,tertiary",no,no,yes,no,unknown,8,"may, 2017",161 sec,1,-1,0,unknown,no
1382,36,50000,496,divorced,"admin.,secondary",yes,no,no,no,unknown,8,"may, 2017",269 sec,3,-1,0,unknown,no
1383,28,100000,150,single,"management,tertiary",no,no,yes,no,unknown,8,"may, 2017",491 sec,1,-1,0,unknown,no
1384,34,100000,163,single,"management,tertiary",no,no,no,no,unknown,8,"may, 2017",44 sec,1,-1,0,unknown,no
1385,40,50000,1322,single,"admin.,secondary",yes,no,yes,no,unknown,8,"may, 2017",26 sec,1,-1,0,unknown,no
1386,33,16000,1713,married,"housemaid,primary",yes,no,yes,no,unknown,8,"may, 2017",22 sec,1,-1,0,unknown,no
1387,37,50000,242,married,"admin.,primary",yes,no,yes,no,unknown,8,"may, 2017",161 sec,8,-1,0,unknown,no
1388,40,100000,-29,married,"management,tertiary",yes,no,no,no,unknown,8,"may, 2017",406 sec,2,-1,0,unknown,no
1389,59,55000,381,divorced,"retired,tertiary",no,no,yes,no,unknown,8,"may, 2017",422 sec,4,-1,0,unknown,no
1390,39,20000,82,single,"blue-collar,secondary",yes,no,yes,no,unknown,8,"may, 2017",147 sec,5,-1,0,unknown,no
1391,28,100000,21,single,"management,tertiary",no,no,yes,no,unknown,8,"may, 2017",219 sec,3,-1,0,unknown,no
1392,30,70000,1801,married,"services,secondary",yes,no,yes,no,unknown,8,"may, 2017",807 sec,2,-1,0,unknown,no
1393,40,20000,640,married,"blue-collar,primary",yes,no,yes,yes,unknown,8,"may, 2017",347 sec,2,-1,0,unknown,no
1394,28,20000,113,married,"blue-collar,primary",yes,no,yes,no,unknown,8,"may, 2017",534 sec,2,-1,0,unknown,no
1395,39,20000,1042,married,"blue-collar,secondary",yes,no,yes,no,unknown,8,"may, 2017",58 sec,2,-1,0,unknown,no
1396,44,70000,240,divorced,"services,secondary",yes,no,yes,no,unknown,8,"may, 2017",155 sec,2,-1,0,unknown,no
1397,39,70000,-244,single,"services,secondary",yes,no,yes,no,unknown,8,"may, 2017",152 sec,2,-1,0,unknown,no
1398,30,20000,70,married,"blue-collar,primary",yes,no,yes,yes,unknown,8,"may, 2017",461 sec,3,-1,0,unknown,no
1399,35,20000,-339,married,"blue-collar,secondary",yes,no,yes,no,unknown,8,"may, 2017",389 sec,2,-1,0,unknown,no
1400,31,100000,59,married,"management,tertiary",yes,no,yes,no,unknown,8,"may, 2017",314 sec,3,-1,0,unknown,no
1401,47,100000,1222,married,"management,primary",yes,no,yes,no,unknown,8,"may, 2017",28 sec,3,-1,0,unknown,no
1402,26,4000,-41,single,"student,unknown",no,no,yes,no,unknown,8,"may, 2017",229 sec,2,-1,0,unknown,no
1403,25,20000,0,single,"blue-collar,secondary",yes,no,yes,no,unknown,8,"may, 2017",30 sec,2,-1,0,unknown,no
1404,42,100000,6,married,"management,tertiary",yes,no,yes,no,unknown,8,"may, 2017",103 sec,4,-1,0,unknown,no
1405,30,20000,4,married,"blue-collar,primary",yes,no,yes,no,unknown,8,"may, 2017",32 sec,2,-1,0,unknown,no
1406,28,70000,20,married,"services,secondary",yes,no,yes,yes,unknown,8,"may, 2017",252 sec,2,-1,0,unknown,no
1407,46,50000,846,divorced,"admin.,tertiary",no,no,yes,no,unknown,8,"may, 2017",369 sec,2,-1,0,unknown,no
1408,43,20000,338,divorced,"blue-collar,secondary",yes,no,yes,no,unknown,8,"may, 2017",116 sec,1,-1,0,unknown,no
1409,38,60000,90,married,"technician,unknown",no,no,yes,yes,unknown,8,"may, 2017",20 sec,2,-1,0,unknown,no
1410,31,20000,406,married,"blue-collar,primary",yes,no,yes,no,unknown,8,"may, 2017",31 sec,1,-1,0,unknown,no
1411,29,70000,2,single,"services,secondary",yes,no,no,no,unknown,8,"may, 2017",190 sec,1,-1,0,unknown,no
1412,34,70000,2211,married,"services,secondary",yes,no,no,no,unknown,8,"may, 2017",149 sec,1,-1,0,unknown,no
1413,40,20000,87,married,"blue-collar,primary",yes,no,yes,no,unknown,8,"may, 2017",210 sec,1,-1,0,unknown,no
1414,30,60000,178,single,"technician,tertiary",no,no,yes,no,unknown,8,"may, 2017",234 sec,1,-1,0,unknown,no
1415,44,60000,185,married,"technician,unknown",no,no,yes,yes,unknown,8,"may, 2017",63 sec,1,-1,0,unknown,no
1416,38,20000,-210,married,"blue-collar,secondary",yes,no,yes,no,unknown,8,"may, 2017",21 sec,1,-1,0,unknown,no
1417,43,100000,388,divorced,"management,tertiary",no,no,yes,no,unknown,8,"may, 2017",2087 sec,2,-1,0,unknown,yes
1418,32,20000,1,married,"blue-collar,secondary",yes,no,yes,no,unknown,8,"may, 2017",102 sec,1,-1,0,unknown,no
1419,33,100000,879,married,"management,secondary",yes,yes,yes,no,unknown,8,"may, 2017",245 sec,1,-1,0,unknown,no
1420,32,20000,214,married,"blue-collar,secondary",yes,no,yes,no,unknown,8,"may, 2017",190 sec,1,-1,0,unknown,no
1421,40,60000,698,married,"technician,unknown",no,no,yes,no,unknown,8,"may, 2017",223 sec,2,-1,0,unknown,no
1422,34,100000,1601,married,"management,tertiary",yes,no,yes,no,unknown,8,"may, 2017",650 sec,2,-1,0,unknown,no
1423,30,20000,717,married,"blue-collar,secondary",yes,no,yes,no,unknown,8,"may, 2017",42 sec,1,-1,0,unknown,no
1424,53,20000,255,divorced,"blue-collar,primary",yes,no,yes,no,unknown,8,"may, 2017",206 sec,2,-1,0,unknown,no
1425,39,100000,375,single,"management,tertiary",no,no,yes,no,unknown,8,"may, 2017",66 sec,2,-1,0,unknown,no
1426,46,20000,587,married,"blue-collar,primary",yes,no,yes,no,unknown,8,"may, 2017",173 sec,2,-1,0,unknown,no
1427,32,100000,644,married,"management,tertiary",yes,no,yes,yes,unknown,8,"may, 2017",477 sec,2,-1,0,unknown,no
1428,60,60000,0,married,"technician,unknown",no,no,yes,no,unknown,8,"may, 2017",77 sec,1,-1,0,unknown,no
1429,40,100000,-275,single,"management,tertiary",no,no,yes,no,unknown,8,"may, 2017",219 sec,2,-1,0,unknown,no
1430,47,20000,116,married,"blue-collar,secondary",yes,no,yes,no,unknown,8,"may, 2017",376 sec,2,-1,0,unknown,no
1431,25,120000,37,married,"entrepreneur,tertiary",yes,no,yes,yes,unknown,8,"may, 2017",453 sec,2,-1,0,unknown,no
1432,44,20000,753,married,"blue-collar,primary",yes,no,yes,no,unknown,8,"may, 2017",151 sec,2,-1,0,unknown,no
1433,38,20000,162,single,"blue-collar,primary",yes,no,yes,no,unknown,8,"may, 2017",200 sec,2,-1,0,unknown,no
1434,45,50000,984,divorced,"admin.,secondary",yes,no,yes,no,unknown,8,"may, 2017",298 sec,5,-1,0,unknown,no
1435,34,20000,199,married,"blue-collar,secondary",yes,no,yes,no,unknown,8,"may, 2017",627 sec,3,-1,0,unknown,no
1436,36,70000,241,divorced,"services,secondary",yes,no,yes,no,unknown,8,"may, 2017",133 sec,1,-1,0,unknown,no
1437,30,20000,648,single,"blue-collar,secondary",yes,no,yes,yes,unknown,8,"may, 2017",287 sec,1,-1,0,unknown,no
1438,35,20000,907,single,"blue-collar,secondary",yes,no,yes,yes,unknown,8,"may, 2017",242 sec,1,-1,0,unknown,no
1439,39,8000,6322,divorced,"unemployed,secondary",yes,no,no,no,unknown,8,"may, 2017",184 sec,1,-1,0,unknown,no
1440,46,20000,125,married,"blue-collar,secondary",yes,no,yes,yes,unknown,8,"may, 2017",119 sec,2,-1,0,unknown,no
1441,36,60000,90,married,"self-employed,primary",yes,no,yes,no,unknown,8,"may, 2017",403 sec,2,-1,0,unknown,no
1442,22,60000,54,single,"technician,secondary",yes,no,yes,yes,unknown,8,"may, 2017",626 sec,6,-1,0,unknown,no
1443,26,20000,-132,single,"blue-collar,secondary",yes,no,no,no,unknown,8,"may, 2017",12 sec,1,-1,0,unknown,no
1444,48,50000,267,divorced,"admin.,secondary",yes,no,no,no,unknown,8,"may, 2017",266 sec,1,-1,0,unknown,no
1445,32,20000,289,married,"blue-collar,primary",yes,no,yes,no,unknown,8,"may, 2017",23 sec,4,-1,0,unknown,no
1446,58,60000,613,divorced,"self-employed,secondary",yes,no,yes,no,unknown,8,"may, 2017",154 sec,2,-1,0,unknown,no
1447,57,120000,618,married,"entrepreneur,unknown",no,no,yes,no,unknown,8,"may, 2017",10 sec,7,-1,0,unknown,no
1448,53,100000,1786,married,"management,tertiary",yes,no,yes,no,unknown,8,"may, 2017",66 sec,2,-1,0,unknown,no
1449,29,100000,607,divorced,"management,tertiary",no,no,yes,yes,unknown,8,"may, 2017",240 sec,3,-1,0,unknown,no
1450,34,70000,586,married,"services,secondary",yes,no,yes,yes,unknown,8,"may, 2017",224 sec,2,-1,0,unknown,no
1451,32,70000,459,single,"services,secondary",yes,no,yes,no,unknown,8,"may, 2017",202 sec,2,-1,0,unknown,no
1452,55,120000,298,married,"entrepreneur,primary",yes,no,yes,no,unknown,8,"may, 2017",144 sec,3,-1,0,unknown,no
1453,50,20000,134,divorced,"blue-collar,primary",yes,no,no,no,unknown,8,"may, 2017",263 sec,2,-1,0,unknown,no
1454,43,20000,34,married,"blue-collar,primary",yes,no,yes,no,unknown,8,"may, 2017",543 sec,3,-1,0,unknown,no
